,property_url,headline,price,area,description,amenities
45,https://www.homeaway.com/vacation-rental/p3602858#reviews,"Funky clean, fresh and energetic South Austin home.",$162,800 sq. ft.,"South Austin home with original hardwood floors. Comfortable living room with sofa, chairs, free WiFi and local TV. Sit, relax and unwind from your day. The kitchen is fully furnished with all the conveniences of a stove, refrigerator, microwave, coffee maker, toaster, dishes/utensils and some pantry items. There is also a washer and dryer for your convenience. The hardwood floors throughout lead you to the two bedrooms. Both bedrooms have queen size beds. Should you need extra sleeping arrangements, there is a queen size blow up mattress for your use. The remodeled bathroom includes a shower, bath tub and towels. There is a tiered deck out back for early morning coffee and breakfast or your evening meal. The front and back of the house is landscaped with Texas tolerant, native plants for you to enjoy. So, relax and enjoy your stay ... Austin-Style.","Internet, Air Conditioning, Pets Welcome, TV, Washer & Dryer, Parking, No Smoking, Heater"
46,https://www.homeaway.com/vacation-rental/p329230#reviews,"Amazing Patio with View, Top Floor, King bed, 2 blks to Zilker, 2 mi to Downtown",$132,589 sq. ft.,"The fun loving Heart House will certainly make you smile! You will sleep soundly in the king pillow-top mattress and enjoy the 3rd story view from the floor to ceiling windows in the bedroom and from the patio off the dining area through the sliding glass door. The living room features a vaulted ceiling with clerestory windows which provide wonderful natural lighting. The patio is always a popular hangout spot for your morning coffee, dinner, or a late night cocktail. The Heart House has a fully furnished kitchen to cook in if you so choose. There are 2 gas grills shared by 3 properties in front of the building. The entry is only a 8 steps from the parking spot right in front of this 6 unit building built into a hill in Barton Hills. Have fun finding the hearts in all the art on the walls!","Satellite or Cable, No Smoking, Pets Welcome, Washer & Dryer, Air Conditioning, TV, Children Welcome, Internet, Parking, Heater, Fireplace"
47,https://www.homeaway.com/vacation-rental/p375283#reviews,4B - 4 Bedroom Contemporary w/2 Living Rooms,$219,2300 sq. ft.,Please inquire before booking.,"Internet, Air Conditioning, Pets Welcome, TV, Satellite or Cable, Washer & Dryer, Children Welcome, Parking, No Smoking, Heater"
48,https://www.homeaway.com/vacation-rental/p154740vb#reviews,"Walk to Downtown, SouthxSW, ACL,SoCo, 6th Street, yet quiet, semi-forest setting",$284,1757 sq. ft.,"Avoid cabs and finding parking for festivals and Downtown. A short pleasant walk to most events. A great 1750 square foot, three bedroom, two bath, two story home with an incredible location one block from South 1st and six blocks from South Congress Ave.(SoCo).","No Smoking, Air Conditioning, Washer & Dryer, Satellite or Cable, TV, Children Welcome, Internet, Heater, Parking"
49,https://www.homeaway.com/vacation-rental/p330221#reviews,"Cute/private 1-bed 2 blocks to Zilker Park & Barton Springs, 2 miles to Downtown",$115,576 sq. ft.,"Located on the edge of Barton Hills, just 2 blocks from Zilker Park and Barton Springs Pool, The Sweet is a perfect spot for a couple, or small family, coming to enjoy what Austin does best: get outdoors!","Satellite or Cable, No Smoking, Pets Welcome, Washer & Dryer, Air Conditioning, TV, Children Welcome, Internet, Parking, Heater"
50,https://www.homeaway.com/vacation-rental/p3465404#reviews,NO home is more in the HEART of SOCO than this one!,$550,1500 sq. ft.,56 glowing Reviews giving the home the highest rating possible at 5 out of 5 stars!,"Internet, Air Conditioning, TV, Satellite or Cable, Washer & Dryer, Children Welcome, Parking, No Smoking, Heater"
51,https://www.homeaway.com/vacation-rental/p3525765#reviews,3 Bedroom Cottage - Near Downtown & UT,$192,1500 sq. ft.,Please inquire before booking.,"Internet, Air Conditioning, TV, Satellite or Cable, Washer & Dryer, Children Welcome, Parking, No Smoking, Heater"
52,https://www.homeaway.com/vacation-rental/p3717270#reviews,Hot 51st St Walk To Mueller 2 Bdr Modern Luxury Sleeps 7 (OL2014008430),$113,1000 sq. ft.,"This Modern Luxury property is centrally located, just north of downtown & UT campus and right next door to the new Dell Children's Hospital and walking distance to Mueller area and all the amenities. Three parks (with playgrounds, park with Frisbee golf and a new pool and new water park (Opening in May 2014) within walking distance. Bus stop walking distance from rental - on the bus route to UT. Distance to local attractions: 1 block from Bartholomew Pool and water park, 2.7 miles to University of Texas, 3.6 miles to 6th Street (downtown music district), 3.9 miles to Austin Convention Center, 5.9 miles to Zilker park (location of ACL). The house has fully equipped modern entertaining kitchen, sleeps and eats for 7, high speed wireless and HD basic TV with Amazon, Epix, Showtime and other apps on the roku device (can log into other apps like netflix or other if you have accts), back yard fun, fenced in yard, and Austin Kewl. It is ideal for corporate rentals, visiting family/friends, UT fans (great access to the stadium), music festivals (SXSW & ACL), X Games, Formula One, Dell Children Hospital or just getting to know Austin.","Internet, Air Conditioning, Pets Welcome, TV, Satellite or Cable, Washer & Dryer, Children Welcome, Parking, Accessible, Heater"
53,https://www.homeaway.com/vacation-rental/p3525767#reviews,4 Bedroom Lakeview - With Hot Tub,$226,2000 sq. ft.,Please inquire before booking.,"Swimming pool, Internet, Air Conditioning, Hot Tub, Pets Welcome, TV, Satellite or Cable, Washer & Dryer, Children Welcome, Parking, No Smoking, Heater"
54,https://www.homeaway.com/vacation-rental/p3557534#reviews,* Zilker Park * Barton Springs * Luxury Treehouse * Piano *ACL*,$595,1800 sq. ft.,"Staying here in this 3-story townhome, you will enjoy living downtown while being surrounded by a peaceful green space on a quiet, dead end street. One guest commented that it feels like 'I'm living in a beautiful luxury tree house with a grand piano.' You will not have to worry with all of the Austin Gridlock traffic because you are close to almost EVERYTHING!! Close enough to the action, but far enough away to get some sleep! Zilker Park, Barton Springs, ACL, SXSW, Long Center, Town Lake Hike and Bike Trail, Zilker Botanical Gardens, Palmer Events Center, Zach Scott Theater, go canoeing, or eat at plenty of the great restaurants, (like the original Chuy's) and there's also a grocery nearby. You will be living closer to Zilker Park and Barton Springs than the car parking areas for ACL! City bus is a only a 10 minute walk. You'll have nice views and beautiful sunsets. The open kitchen and living area are on the second floor. This contemporary home has been recently remodeled with all furnishings including granite countertops, coffee machine, large outdoor grill, and all new appliances! 3 Bedrooms, one on each floor, 3 Full Bathrooms, Garden shower, grand piano, glass atrium and a fireplace. Fun, Funky neighborhood on a quiet 'No Outlet' street. Covered parking available. Wifi. Great place for kids that are old enough and young enough, to negotiate stairs. We are happy to offer some directions or assistance; whatever will make your stay more comfortable. We can usually offer discounts for extended stays and repeat customers--just ask. We are licensed by the City of Austin (We apologize in advance for the ridiculous Austin taxes). We are always happy to help you navigate all the Austin awesomeness! Can't wait to help make your stay in Austin absolutely terrific!","No Smoking, Pets Welcome, Washer & Dryer, Air Conditioning, TV, Children Welcome, Internet, Parking, Heater, Fireplace"
55,https://www.homeaway.com/vacation-rental/p342346#reviews,The Palms - Waterfront with Dock/Near Oasis/Close to town/Pool Table/Hot Tub,$753,3000 sq. ft.,STAY ON THE LAKE! CLOSEST TO TOWN! MAIN BASIN - NEAR DAM!,"Fireplace, Children Welcome, Hot Tub, Washer & Dryer, Satellite or Cable, No Smoking, Parking, TV, Internet, Heater, Air Conditioning"
56,https://www.homeaway.com/vacation-rental/p223235vb#reviews,"Downtown Austin 3BR - $195/nt - Walk to Bars, Music, Town Lake",$246,1090 sq. ft.,Downtown Austin 3BR/2bath Condo!,"Washer & Dryer, Parking, Satellite or Cable, No Smoking, Air Conditioning, Heater, TV, Internet"
57,https://www.homeaway.com/vacation-rental/p3466249#reviews,"Perfect home for SXSW, walk to downtown, SoCo, Rainey st",$400,2000 sq. ft.,"This 1914 Craftsman Bungalow is a rare gem, one of a few houses in Austin located on the south side of Lady Bird Lake overlooking downtown. The location is ideal - 10 minutes west of the airport, 5 minutes south of downtown and just east of South Congress, with easy access to the 10 mile hike-and-bike trail that circles Lady Bird Lake and to IH35, which links Austin to San Antonio and the Dallas/Fort Worth Metroplex. For those wishing to visit SXSW, the Formula One race track, ACL, or other centrally located festivals, our home is perfect.","Internet, Air Conditioning, TV, Satellite or Cable, Washer & Dryer, Children Welcome, Parking, No Smoking, Heater"
58,https://www.homeaway.com/vacation-rental/p3624176#reviews,4 Bedroom North Austin,$149,2000 sq. ft.,Please inquire before booking.,"Internet, Air Conditioning, Pets Welcome, Fireplace, TV, Satellite or Cable, Washer & Dryer, Children Welcome, Parking, No Smoking, Heater"
59,https://www.homeaway.com/vacation-rental/p371165vb#reviews,"Best Location in Austin! Large Home, Sleeps 10, 4 Bed/5Bath, Huge Balcony!",$850,2500 sq. ft.,"3 big houses all downtown, all on the same street. If you have a small group rent one house, if you have up to 20 guests rent two house if you have a big group of up to 30 rent all 3 houses!","Internet, Air Conditioning, TV, Satellite or Cable, Washer & Dryer, Parking, Accessible, Heater"
60,https://www.homeaway.com/vacation-rental/p167137vb#reviews,Downtown Austin 2BR - Walking Area $190/nt- Better Than Hotel,$212,850 sq. ft.,"Please note that nightly rates will vary for Special Weekends such as UT Graduation, ROT Rally, 4th of July, UT Home Football Games, SXSW and ACL.","Washer & Dryer, Parking, Satellite or Cable, No Smoking, Air Conditioning, Heater, TV, Internet"
61,https://www.homeaway.com/vacation-rental/p224665vb#reviews,"Central Austin Historical Landmark Home,One Half Acre Grounds!",$196,2400 sq. ft.,"Relax or enjoy Austin's sights from this unique setting: a beautifully restored Craftsman- style house built in 1911 and registered as an Austin Historical Landmark. It sits on a beautifully landscaped one-half acre lot in the quiet Hyde Park area of the city just north of the University of Texas campus. Completely renovated, yet conserving the graceful ambience of the original home, Harris Park Guest House is furnished with an eclectic mix of antiques and mid-twentieth century modern furniture. The fully equipped kitchen and formal dining room are ideal for cooking, dining, even entertaining.","Internet, Air Conditioning, TV, Satellite or Cable, Washer & Dryer, Children Welcome, Parking, No Smoking, Heater"
62,https://www.homeaway.com/vacation-rental/p3652120#reviews,A Luxurious Austin Treasure In The Heart Of Clarksville.,$275,950 sq. ft.,"This adorable and historic one bedroom house has been totally restored and remodeled within the last six months into a luxurious bungalow competing with the top five star resorts in the city. Top of the line HDTV's, luxury linens, dishes,modern gas kitchen, coffee area, surround sound with indoor/ outdoor speakers, one and a half baths, separate study area, large covered porch and two balconies are just a few of this home's amenities. Clarksville is known for its charm and has many shops, restaurants and coffee bars within walking distance. You will love staying at this home. Walk to ACL via the footbridge. Walk to the trail at Lady Bird Lake. Great spot.","Satellite or Cable, Washer & Dryer, No Smoking, Air Conditioning, TV, Internet, Children Welcome, Pets Welcome, Heater, Parking"
63,https://www.homeaway.com/vacation-rental/p3511441#reviews,Modern 3BR Condo -Epicenter of Downtown Austin. Next to Austin Convention Center,$503,1300 sq. ft.,"When visiting the live music capitol of the world with family or friends, there is no substitute for the spacious, modern and freshly renovated condo than we offer at The Loft at Railyard Downtown.","Fireplace, Washer & Dryer, Parking, Satellite or Cable, No Smoking, Air Conditioning, Heater, TV, Internet"
64,https://www.homeaway.com/vacation-rental/p3732291#reviews,Private And Spacious South Austin Retreat - A Bit Of Country In The City!,$600,2300 sq. ft.,"Tranquil with a modern country vibe, this house exemplifies South Austin. The main house consists of 4 bedrooms and 2.5 bath with a pull out couch in the living room, comfortably housing 8-10 people. There is a large studio with a queen bed and full bath out back - great for a couple or new family. **This is included in the rental, as the property rents as a whole.**","Air Conditioning, Heater, TV, Satellite or Cable, Washer & Dryer, Children Welcome, Pets Welcome, Internet, Parking, Fireplace"
65,https://www.homeaway.com/vacation-rental/p297616#reviews,"Walk to ACL, 1st Weekend ACL Just Opened-up Again!!",$125,800 sq. ft.,"Currently, Deep Eddy is not available for rentals over 1 week. The Deep Eddy Cottage is a 1946 bungalow that has been in my family since it was built. It's a rare one bedroom house with beautiful hardwood floors, fully equipped kitchen with new 5 burner stove, new Bosch dishwasher, refrigerator, microwave, and washer and dryer. It's a great place to get work done too with Grande fiber 1 gig internet. The bedroom has a king sized bed, the dining area has been turned into a sleeping alcove with a queen size innerspring futon. In addition, there is a twin daybed in the ample living room.","Internet, Air Conditioning, Pets Welcome, TV, Satellite or Cable, Washer & Dryer, Children Welcome, Parking, No Smoking, Heater"
66,https://www.homeaway.com/vacation-rental/p3732412#reviews,East 2nd Guest House - 1br/1ba - Luxury and Fab Location with City View,$119,525 sq. ft.,"1br/1ba rental in the heart of it all, surrounded by great bars, restaurants and venues. East 2nd Guest House offers you a hub that's less than a half mile to the Austin Convention Center and Hilton, and less than a mile to JW Marriott. Its the perfect spot for business or pleasure, and comfortably sleeps 2 in a queen bed.","No Smoking, Air Conditioning, Satellite or Cable, Washer & Dryer, TV, Children Welcome, Internet, Heater, Parking"
67,https://www.homeaway.com/vacation-rental/p244624#reviews,"Modern, Cozy, Guesthouse, Near Downtown, UT, & All Venues + Bikes+Solar Panels",$108,549 sq. ft.,"Business? Vacation? Enjoy 'green' urban living in this garage apartment, with a guest house feel, situated in Central Austin's charming new Mueller Neighborhood.","Internet, Air Conditioning, Pets Welcome, TV, Parking, No Smoking, Heater"
68,https://www.homeaway.com/vacation-rental/p3023784#reviews,Modern Cube House in 78704 SOCO/Bouldin,$120,850 sq. ft.,"Small but comfy 2-story, 2-Bedroom Euro-style house. Very clean with plenty of natural light. ALL NEW beds with NEW Serta mattresses. We also have a New couch/lounger. Amenities include FULL kitchen w/all modern appliances, with LED TV and HE Washer/Dryer. Concrete floor on downstairs/living/kitchen area; Bamboo hardwoods in bedrooms/upstairs. Private parking right in front of house, with enclosed fence. Property owner/manager is on site for any help, guidance or local suggestions.","No Smoking, Air Conditioning, Washer & Dryer, TV, Children Welcome, Pets Welcome, Internet, Heater, Parking"
69,https://www.homeaway.com/vacation-rental/p354187#reviews,Covered Patio with Views from quiet condo 2 blks to Park. King bed plus sofa bed,$145,589 sq. ft.,Welcome to The ATX House!,"Satellite or Cable, No Smoking, Pets Welcome, Washer & Dryer, Air Conditioning, TV, Children Welcome, Internet, Parking, Heater, Fireplace"
70,https://www.homeaway.com/vacation-rental/p3607273#reviews,Urban Homestead - 3BR/2.5BA Chic Farmhouse - Wonderfully Styled,$202,1250 sq. ft.,"3br/2.5ba rental offering the best of South Austin, in style and location. This house boasts historic Texas architecture and chic fine-furnishings, sleeping six comfortably in beds.","Internet, Air Conditioning, Pets Welcome, TV, Satellite or Cable, Washer & Dryer, Children Welcome, Parking, No Smoking, Heater"
71,https://www.homeaway.com/vacation-rental/p3517886#reviews,Central Downtown Entertainment - Gorgeous Relaxing BACKYARD Park Setting Trees,$292,1700 sq. ft.,You're gonna love it!!!,"Internet, Air Conditioning, Fireplace, TV, Satellite or Cable, Washer & Dryer, Children Welcome, Parking, No Smoking, Heater"
72,https://www.homeaway.com/vacation-rental/p3726987#reviews,"Serene Waterfront Lake Austin House, Stunning Views & Spectacular Boat Dock",$488,2500 sq. ft.,"Enjoy magnificent views at the top of this gated 5.5 acre secluded, private lake front estate property. The 1950's lake house, perched at the top of a rocky bluff, was designed with huge windows to take advantage of the stunning views of Lake Austin.","Swimming pool, Internet, Air Conditioning, Pets Welcome, Fireplace, TV, Satellite or Cable, Washer & Dryer, Children Welcome, Parking, No Smoking, Heater"
73,https://www.homeaway.com/vacation-rental/p3630010#reviews,Centrally located guesthouse is an urban oasis,$195,500 sq. ft.,"Built in the 20's, Leon House is the guesthouse of my historic Austin property, but separated from my house by a fence and good sized yard and accessed from a separate alley, ensuring a private and comfortable stay. This 500 square foot cottage features a living/dining area with HDTV and WiFi, a cozy queen bedroom with yummy linens, season-appropriate bedding and a closet, a small but highly functional shower bathroom and a full kitchen, outfitted by me (I love to cook) that has a dishwasher and washer/dryer. I lived here for six weeks while my home was being renovated and was seriously questioning the need to move across the yard.","Internet, Air Conditioning, TV, Satellite or Cable, Washer & Dryer, Parking, No Smoking, Heater"
74,https://www.homeaway.com/vacation-rental/p356484#reviews,"Downtown Digs for the Erudite Urbanite. A clean, cool, convenient mondo condo.",$133,500 sq. ft.,"Relax in Downtown Austin and the best kind of urban life! This rare property offers a unique combination of neighborhood charm, privacy and downtown access at a tremendous value. The highly walkable location puts you in the heart of Austin's acclaimed outdoor activities and nightlife, yet comfortably distanced from the fray. You'll appreciate the simple, well appointed modern design and perfect use of space.","Satellite or Cable, Washer & Dryer, No Smoking, Air Conditioning, TV, Internet, Heater, Parking"
75,https://www.homeaway.com/vacation-rental/p293833#reviews,One Bedroom in the Trees 1/2 Block from Barton Springs,$138,1049 sq. ft.,"Explore Zilker Park from your front door. This architect designed 1955 duplex is built into a hillside with terraced gardens out your front windows and treetops out the back. At 1050 square feet this first floor 1 bedroom is spacious! An easy walk to restaurants, coffee shops, live music venues and all that makes Austin special. Downtown Austin is less than a mile away, an easy walk or bike ride on the lovely hike and bike trail.","Internet, Air Conditioning, TV, Satellite or Cable, Washer & Dryer, Children Welcome, Parking, No Smoking, Heater"
76,https://www.homeaway.com/vacation-rental/p3620287#reviews,3BR/2.5BA North Austin Retreat with Pool and Spa,$227,2600 sq. ft.,"Our 3BR/2 ½ BR home sleeps six with king size beds in two of the bedrooms and a twin sleigh bed/trundle. Both guestrooms are located on the 2nd level of the house. The home features wood, concrete, tile and carpet flooring throughout with trendy and comfortable décor. The chef’s quality kitchen features a gas stove top, convection oven and auxiliary oven and granite countertops. Watch the game in the family room on the 60” TV or catch a movie on Netflix. HBO, Cinemax and other premium movie channels are also available; as well as music channels for your entertainment. Enjoy the master bedroom with its king size bed, flat screen TV with DVD player, walk in closet and its very own private bath with slate tile floors and large tile shower. There is a powder room and laundry room located just off the kitchen. The laundry room has a front loading washer and dryer with a folding area above. Take advantage of the large backyard where you can cook in the outdoor kitchen, enjoy the pool, listen to the waterfall, relax in the spa, have dinner alfresco under the arbor or warm up by the fire pit.","Swimming pool, Internet, Air Conditioning, Hot Tub, Fireplace, TV, Satellite or Cable, Washer & Dryer, No Smoking"
77,https://www.homeaway.com/vacation-rental/p3469874#reviews,Fantastic SOCO Studio,$96,500 sq. ft.,"Absolutely adorable former photo studio, now a brand new vacation rental. Located in the hippest part of town – SOCO (South Congress) with great access to everything that's best about Austin--shopping, restaurants, bars, and major music events.","Internet, Air Conditioning, Pets Welcome, TV, Satellite or Cable, Parking, No Smoking, Heater"
78,https://www.homeaway.com/vacation-rental/p3655608#reviews,"Comfortable, Private Yard, In The Heart Of Austin",$227,1750 sq. ft.,License # 2014033175,"Internet, Air Conditioning, TV, Satellite or Cable, Washer & Dryer, Children Welcome, Parking, No Smoking, Heater"
79,https://www.homeaway.com/vacation-rental/p203533vb#reviews,Centrally Located Treehouse Studio Apt,$92,450 sq. ft.,"Within walking distance of the University of Texas campus, St. David's Hospital and a wide variety of restaurants, our studio is located in a free-standing building behind our house. Our quaint neighborhood is in an older section of town, and is remarkably quiet for its central location. A longer walk or a short cab ride takes you to the State Capitol, downtown Austin, the Convention Center, the hike and bike trail, Barton Springs and many music venues.","Internet, Air Conditioning, TV, Satellite or Cable, Washer & Dryer, Children Welcome, Parking, No Smoking, Heater"
80,https://www.homeaway.com/vacation-rental/p316184vb#reviews,Inside Loop Central North Area UT/Downtown + Shopping Domain/Arbor/Allandale,$130,1400 sq. ft.,"Location, Location, Location. Central North close to the Domain and Arboretum, 27 Five Star, Mid-range and Fast Food restaurants within a mile.Pet and Smoke FREE. Read the Reviews. Families who book once book again and again. This home came into the VRBO program in 2010. Our guest love the location and amenities so much we have returning guests year after year. Families continue to come back for stays from two to four months because we work hard to make your trip relaxing and fun. Our property is exceptionally clean and located in the Heart of North Austin with wonderful major shopping centers such as The Domain; Arboretum; Gateway and a long list of 5 Star, Mid Range and fast food Restaurants, Organic Food Stores, Entertainment Venues, Big Box Stores and Expressways within 2 miles of our property. Please note, rates are subject to change without notice prior to a reservation. Once a reservation is accepted, your rate is fixed at the agreed price. We charge additional for more than four guests for a booking.","Internet, Air Conditioning, Fireplace, TV, Satellite or Cable, Washer & Dryer, Children Welcome, Parking, No Smoking, Accessible, Heater"
81,https://www.homeaway.com/vacation-rental/p3607280#reviews,The Mellow Yellow #1 - 2BR/1BA Updated Casita -Walk to South Lamar and Zilker,$118,800 sq. ft.,"2br/1ba rental located in lovely Zilker Neighborhood of South Central Austin, very close to downtown and with several options for eats and drinks. This lovely little casita is one of two rentals on the property, and sleeps four comfortably in beds.","Satellite or Cable, No Smoking, Pets Welcome, Washer & Dryer, Air Conditioning, TV, Children Welcome, Internet, Parking, Heater"
82,https://www.homeaway.com/vacation-rental/p272269vb#reviews,Waterfront Lake Austin Cottage:Close to Downtown/Kayaks/Paddle Boards/Boat Deck,$250,750 sq. ft.,"The waterfront cottage is on beautiful Lake Austin and only 10 minutes from downtown Austin. This is central to everything Austin has to offer, but on the lake!","Internet, Air Conditioning, Fireplace, TV, Satellite or Cable, Washer & Dryer, Children Welcome, Parking, No Smoking, Heater"
83,https://www.homeaway.com/vacation-rental/p204038#reviews,3BR/2.5BA Downtown Hilltop Home,$284,1500 sq. ft.,"You'll love staying at this house and now it is more affordable than ever. This 3BR/2.5BA modern designer space offers the complete Austin experience. Antique brick walkways and lighted landscaping lead to the house that offers three levels of living space and a fantastic rooftop deck overlooking the city. The house is just one mile from the Lady Bird Lake hike & bike trails and is within walking distance to all of the East Side’s premiere venues. You are a short 3-minute walk to local pubs, coffee shops, and a convenient store. Not to mention, our home is a 15 minute walk to East Austin Nightlife: White Horse,Volstead Lounge and Eastside Showroom. You are sure to enjoy all that Austin has to offer!","Internet, Air Conditioning, Pets Welcome, TV, Satellite or Cable, Washer & Dryer, No Smoking"
84,https://www.homeaway.com/vacation-rental/p1027340vb#reviews,Unique Walk Out Basement Studio In the Middle of SXSW East,$95,500 sq. ft.,"Stay in this light-filled basement apartment, and you can walk to all that downtown east has to offer and leave your car at home.","Internet, Air Conditioning, Pets Welcome, TV, Children Welcome, Parking, No Smoking, Heater"
85,https://www.homeaway.com/vacation-rental/p122063vb#reviews,Clarksville's Bungalow in the Trees,$95,,"Quietly nestled in the historic Clarksville section of Austin, our circa 1930's home offers a peaceful studio style apartment ready to be your space. Our apartment is unique in its incredible location [1/2 block off 6th Street] furnishing our guests a tranquil setting with downtown convenience. Being on the Dillo bus route, our visitors are a 5 minute ride from Congress/6th Street intersection...and a short walk through the neighborhood to great local restaurants on both West Lynn Street and West 6th.","Satellite or Cable, No Smoking, Air Conditioning, TV, Internet, Pets Welcome, Parking"
86,https://www.homeaway.com/vacation-rental/p234711vb#reviews,"Studio Gem Perfect for Twosome, Just South of Downtown",$109,550 sq. ft.,**SXSW lowdown **,"Internet, Air Conditioning, TV, Satellite or Cable, Parking, No Smoking, Heater"
87,https://www.homeaway.com/vacation-rental/p3466018#reviews,"Lake Austin Waterfront, 10 Minutes To Downtown Austin","$1,200",4386 sq. ft.,"Beautiful, newly remodeled 6 bedroom, 4 bathroom home with gorgeous Lake Austin water frontage. Also includes 3 common living areas, dining area, large laundry room facilities, home office and covered parking. 3 levels of expansive outdoor decks, furnished for outdoor living and dining to enjoy spectacular water and hill country views. Salt water pool and hot tub with waterfall. Waterfront features a large one-stall boat slip with deck above. Large lot, beautiful trees and landscape. The home is private and gated. Large, fully stocked kitchen perfect for family get aways and entertaining. Dramatic ceilings, lots of sunlight, marble bathrooms. Three king beds, three queen beds and two twin beds in an upstairs sleeping loft.","Swimming pool, Internet, Air Conditioning, Hot Tub, Fireplace, TV, Satellite or Cable, Washer & Dryer, Children Welcome, Parking, No Smoking, Heater"
88,https://www.homeaway.com/vacation-rental/p3015992#reviews,"Charming South Austin Home. Minutes from Downtown (ACL, SXSW, Formula 1)",$148,1600 sq. ft.,"Welcome to HQ Austin! (Lic. #OL2018046696) South Austin home in quiet neighborhood, 2 blocks from South Congress, with easy access to many restaurants and bars. 7 minutes down Congress and you're in the heart of SoCo with many bars and restaurants all in walking distance of each other. Downtown and 6th Street are just across the famous Congress Street bridge that houses the legendary bat population that draws thousands to see. 10 minutes to Austin-Bergstrom, 15 minutes to Zilker Park (ACL, SXSW) and Barton Springs Pool. Easy access to Formula 1 Circuit of the Americas. My place is great for couples, solo adventurers, or business travelers who want to mix business with exciting downtown Austin. HQ Austin has all the amenities of home including fully stocked kitchen and bathrooms, complimentary bottled water, juices, snacks, and coffee/tea.","Internet, Air Conditioning, TV, Satellite or Cable, Washer & Dryer, Parking, No Smoking, Heater"
89,https://www.homeaway.com/vacation-rental/p3511687#reviews,Huge Luxury Home in Best Neighborhood - Zilker,$893,3500 sq. ft.,"Location, location, Location! Easy access to downtown. Walkable to the coolest bars and restaurants in town and ACL Festival.","Satellite or Cable, No Smoking, Washer & Dryer, Air Conditioning, TV, Children Welcome, Internet, Parking, Heater, Fireplace, Swimming pool"
90,https://www.homeaway.com/vacation-rental/p213197vb#reviews,Charming Travis Heights Farmhouse in Central Austin (~SoCo~),$295,2100 sq. ft.,This wonderful house overlooks Stacey Park and is located in the coveted Travis Heights neighborhood of Austin.,"Internet, Air Conditioning, TV, Satellite or Cable, Washer & Dryer, Children Welcome, Parking, No Smoking, Heater"
91,https://www.homeaway.com/vacation-rental/p326996#reviews,"Sunny bright 2/1 w private Hot Tub, King/Queen bed. Walk to Lamar/Greenbelt",$171,1000 sq. ft.,Welcome to The Austinite!,"Internet, Air Conditioning, Hot Tub, TV, Washer & Dryer, Children Welcome, Parking, No Smoking, Heater"
92,https://www.homeaway.com/vacation-rental/p334861#reviews,2BR Welcome to Chill Ville- Austin's Hip New Hangout! Fall Discounts,$162,950 sq. ft.,"Looking for a place to ‘chill’ after a day of exploring Austin? Welcome to Chill-Ville, the newest 'burb of Austin. Our well-thought out house features a lovely open floor plan with beautiful floor to ceiling windows facing downtown, an expansive deck with grill and fan, great back yard, and comfortable sleeping arrangements for 4 adults with 1 queen and 2 twin beds. The open concept is throughout the house. The second bedroom is actually a living area that is closed off with privacy curtains. The floor plan allows for you to share space from the front door to the back porch. We invite you to come chill at our place!","No Smoking, Air Conditioning, Washer & Dryer, Satellite or Cable, TV, Internet, Parking"
93,https://www.homeaway.com/vacation-rental/p186314vb#reviews,Beautiful Montina Beach on Lake Travis - Walk to the Water!,$349,2005 sq. ft.,Montina Beach is one of a few properties on Lake Travis with a gradual slope to the water. The park like setting from the beach area has been described by a real estate appraiser as the 'FINEST LAND on Lake Travis.' The view looks out across one of the largest areas of the lake with some of the largest hills in the Texas Hill Country as the backdrop. You will find this lake front area much more scenic than anything in Lakeway due to the larger lake area and the bigger hills; and much closer to town/amenities than Briarcliff or Lago Vista.,"Washer & Dryer, No Smoking, Satellite or Cable, Children Welcome, TV, Pets Welcome, Internet, Air Conditioning, Heater, Parking"
94,https://www.homeaway.com/vacation-rental/p3478871#reviews,Downtown Gem. Dogs welcome. 30 day lease only. $0.99 lease break fee.,$144,1000 sq. ft.,"2 Bedroom, 1 Bath, living and living/dining area openly connected, with plenty of parking on property. 2 bicycles available.","No Smoking, Air Conditioning, Washer & Dryer, Satellite or Cable, TV, Children Welcome, Pets Welcome, Internet, Heater, Parking"
95,https://www.homeaway.com/vacation-rental/p3666817#reviews,"2 Room Suite In Beautiful Barton Hills-Perfect for SXSW, ACL and Barton Springs",$125,,"The perfect location for ACL, SXSW, F1 Circuit of the Americas, and FunFunFun Fest! Located in quiet Barton Hills in the ever-so-cool 78704 district, you’ll find many amenities and conveniences. Two miles from Zilker Park, Barton Springs Pool, Downtown, South Congress (SOCO) and 3 blocks from the nearest bus stop.","Internet, Air Conditioning, TV, Parking, No Smoking, Heater"
96,https://www.homeaway.com/vacation-rental/p368355#reviews,"Charming Cottage Near Downtown, UT, St. Eds & Soco, ACL & SXSW SPECIALS!",$200,1775 sq. ft.,"Located in trendy 78704 zip code. Fabulous location newly updated with wood floors,and new modern furnishings, full kitchen for home cooking and BBQ out back for grilling. Secure parking with off street parking for two additional cars.Three large bedrooms, master with king bed, and second bedroom has a queen bed. Warm living area with sofa and love seat for watching the 47 inch LG flatscreen TV with free cable and WIFI included.","Internet, Air Conditioning, TV, Satellite or Cable, Washer & Dryer, Children Welcome, Parking, Heater"
